fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
3066,Taylor,Roberts,NULL,180.34,170,NULL,NULL,NULL,3,12,0,NULL,http://ufcstats.com/fighter-details/c5ec23983dc2d8f4
3067,Daniel,Roberts,Ninja,177.8,170,187.96,Southpaw,1980-08-05,15,7,0,NULL,http://ufcstats.com/fighter-details/22edaf53ad59a967
3068,Buddy,Roberts,NULL,187.96,185,NULL,Orthodox,1982-10-17,12,3,0,NULL,http://ufcstats.com/fighter-details/b2a2da86546ddb19
3069,Danny,Roberts,"Hot Chocolate",185.42,170,187.96,Southpaw,1987-07-14,18,7,0,NULL,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
3070,Roosevelt,Roberts,"The Predator",187.96,155,185.42,Orthodox,1994-02-11,10,3,0,1,http://ufcstats.com/fighter-details/37c5366d18ed6c05
3071,Kenny,Robertson,NULL,177.8,170,187.96,Orthodox,1984-02-14,15,5,0,NULL,http://ufcstats.com/fighter-details/6e0273f9478be71e
3072,Gillian,Robertson,"The Savage",165.1,115,160.02,Orthodox,1995-05-17,12,8,0,NULL,http://ufcstats.com/fighter-details/38c7f72747f4f712
3073,Chad,Robichaux,Robo,162.56,135,NULL,NULL,1975-08-18,13,2,0,NULL,http://ufcstats.com/fighter-details/b2aa1e07b5b3306e
3074,Mark,Robinson,"White Rhino",182.88,265,NULL,Orthodox,NULL,1,0,0,1,http://ufcstats.com/fighter-details/4604ab1de9058474
3075,Colin,Robinson,"Big C",193.04,243,NULL,Orthodox,1968-11-27,10,12,0,NULL,http://ufcstats.com/fighter-details/1a1a4d7a29041d77
3076,Alvin,Robinson,NULL,175.26,155,172.72,Southpaw,1982-07-16,15,9,0,NULL,http://ufcstats.com/fighter-details/cbe79765d44bd172
3077,Damonte,Robinson,NULL,182.88,155,195.58,NULL,1995-06-10,6,1,1,NULL,http://ufcstats.com/fighter-details/2782235b078b72a7
3078,Vagner,Rocha,Ceara,177.8,155,185.42,Orthodox,1982-06-06,14,4,0,NULL,http://ufcstats.com/fighter-details/d403b1a6f278c95e
3079,Carlos,"Eduardo Rocha","Ta Danado",177.8,170,185.42,Orthodox,1981-07-12,9,4,0,NULL,http://ufcstats.com/fighter-details/4f736494fc733095
3080,Pedro,Rocha,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,http://ufcstats.com/fighter-details/5921fd3f889afa3b
3081,Lucas,Rocha,Fenomeno,NULL,125,NULL,NULL,2000-08-12,16,1,0,NULL,http://ufcstats.com/fighter-details/e0d3d9b564f95635
3082,Keith,Rockel,Rock,182.88,185,NULL,Orthodox,NULL,12,4,1,NULL,http://ufcstats.com/fighter-details/c75b99887c8c3f5a
3083,Luke,Rockhold,NULL,190.5,185,195.58,Southpaw,1984-10-17,16,6,0,NULL,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
3084,Kevin,Roddy,K-Rod,180.34,145,NULL,NULL,NULL,15,16,1,1,http://ufcstats.com/fighter-details/1abf785143f8d5ec
3085,Gregory,Rodrigues,Robocop,190.5,185,190.5,Orthodox,1992-02-17,13,5,0,NULL,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
3086,Kleydson,Rodrigues,KR,165.1,125,170.18,Orthodox,1995-10-22,8,2,0,NULL,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
3087,Paul,Rodriguez,NULL,170.18,155,NULL,Orthodox,NULL,10,9,2,NULL,http://ufcstats.com/fighter-details/26eddcda9d6b2ffe
3088,Ricco,Rodriguez,Suave,193.04,265,NULL,Orthodox,1977-08-19,53,25,0,1,http://ufcstats.com/fighter-details/50cc91ce2982785d
3089,Manuel,Rodriguez,Chalate,175.26,170,NULL,Orthodox,1985-04-25,11,5,0,NULL,http://ufcstats.com/fighter-details/5a6e4d2f0c76a242
3090,Yair,Rodriguez,"El Pantera",180.34,145,180.34,Orthodox,1992-10-06,16,3,0,1,http://ufcstats.com/fighter-details/cbf5e6f231b55443
3091,Mike,Rodriguez,"Slo Mike",193.04,205,208.28,Southpaw,1988-11-28,11,7,0,1,http://ufcstats.com/fighter-details/18b602842a24f7c5
3092,Marina,Rodriguez,NULL,167.64,115,165.1,Orthodox,1987-04-29,16,3,2,NULL,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
3093,Daniel,Rodriguez,D-Rod,185.42,170,187.96,Southpaw,1986-12-31,17,4,0,NULL,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6
3094,Ray,Rodriguez,"The Judge",170.18,135,177.8,Orthodox,1987-12-10,16,8,0,NULL,http://ufcstats.com/fighter-details/90e0985df05e51bc
3095,Luis,Rodriguez,"Lazy Boy",167.64,125,165.1,Orthodox,1999-05-07,11,2,0,NULL,http://ufcstats.com/fighter-details/f2900678e98f6d6a
3096,Drako,Rodriguez,NULL,172.72,135,175.26,Orthodox,1996-06-16,7,3,0,NULL,http://ufcstats.com/fighter-details/dc3b9cf7641b7ab6
3097,Victor,Rodriguez,Vicious,165.1,125,170.18,Switch,1992-09-05,7,4,0,NULL,http://ufcstats.com/fighter-details/f6e5972c9d16c40e
3098,Piera,Rodriguez,"La Fiera",160.02,115,160.02,Orthodox,1992-11-11,9,1,0,NULL,http://ufcstats.com/fighter-details/e375cb5caf4717b6
3099,Christian,Rodriguez,NULL,170.18,135,180.34,Orthodox,1997-12-17,9,1,0,NULL,http://ufcstats.com/fighter-details/5ec591b78349ba7e
3100,Pete,Rodriguez,"Dead Game",175.26,155,180.34,Switch,1996-11-13,5,1,0,NULL,http://ufcstats.com/fighter-details/776d4262c4da38bf
3101,Nick,Roehrick,NULL,187.96,205,NULL,Orthodox,1987-07-06,7,1,0,NULL,http://ufcstats.com/fighter-details/7195e2a932686f82
3102,Nick,Roehrick,Pezao,185.42,253,190.5,Orthodox,1985-06-25,21,9,1,NULL,http://ufcstats.com/fighter-details/ab943cd2c3c17825
3103,Brett,Rogers,"The Grim",195.58,265,205.74,Orthodox,1981-02-17,17,10,0,1,http://ufcstats.com/fighter-details/9141bb39310773c7
3104,Brian,Rogers,"The Professional Predator",180.34,185,NULL,NULL,1984-02-15,14,9,0,NULL,http://ufcstats.com/fighter-details/f304aff405c4a8fa
3105,Pete,"Rogers Jr.","The Heat",182.88,145,NULL,NULL,NULL,2,4,0,NULL,http://ufcstats.com/fighter-details/36f3d235493d35ad
3106,Max,Rohskopf,"Rated R",185.42,155,180.34,Orthodox,1994-09-27,5,1,0,NULL,http://ufcstats.com/fighter-details/59a27d2e6d0802ac
3107,Marcelo,Rojo,Pitbull,172.72,145,180.34,Orthodox,1988-07-02,16,10,0,NULL,http://ufcstats.com/fighter-details/2804ce8dadab5770
3108,Shane,Roller,NULL,177.8,155,182.88,Orthodox,1979-07-14,11,7,0,NULL,http://ufcstats.com/fighter-details/75e0d3cc2262b732
3109,Jared,Rollins,J-Roc,175.26,170,NULL,Orthodox,1977-01-26,8,4,0,NULL,http://ufcstats.com/fighter-details/c4b6099f0d25f75e
3110,Tim,Roman,NULL,185.42,170,NULL,NULL,1985-06-08,3,4,0,NULL,http://ufcstats.com/fighter-details/3b83fec860a45ca1
3111,Alexandr,Romanov,"King Kong",187.96,262,190.5,Southpaw,1990-12-11,17,2,0,NULL,http://ufcstats.com/fighter-details/c0badf3243907e59
3112,Ricardo,Romero,NULL,182.88,205,193.04,Orthodox,1978-04-15,11,3,0,NULL,http://ufcstats.com/fighter-details/744e098e065cfdbe
3113,Yoel,Romero,"Soldier of God",182.88,185,185.42,Southpaw,1977-04-30,13,5,0,NULL,http://ufcstats.com/fighter-details/f77c68bb4be8516d
3114,Anthony,Romero,"The Genius",180.34,155,177.8,Orthodox,1997-02-25,8,0,0,NULL,http://ufcstats.com/fighter-details/6f81399074fcdbba
3115,Kaleio,Romero,KO,177.8,145,175.26,Switch,1996-04-19,6,2,0,NULL,http://ufcstats.com/fighter-details/33df417d0017eb0c
3116,Mara,"Romero Borella",NULL,167.64,125,175.26,Orthodox,1986-06-03,12,9,0,2,http://ufcstats.com/fighter-details/82cbb809d5ee565c
3117,Juancamilo,Ronderos,100,160.02,125,162.56,Southpaw,1995-02-17,4,2,0,NULL,http://ufcstats.com/fighter-details/4a043165cf47cab2
3118,Rongzhu,NULL,NULL,175.26,155,182.88,Orthodox,2000-03-07,23,5,0,NULL,http://ufcstats.com/fighter-details/a13d755965a4ec9f
3119,Jesse,Ronson,"The Body Snatcher",177.8,155,177.8,Southpaw,1985-12-24,21,12,0,1,http://ufcstats.com/fighter-details/5580771f383e141f
3120,George,Roop,NULL,185.42,135,182.88,Orthodox,1981-11-10,15,13,1,NULL,http://ufcstats.com/fighter-details/3c0437fbeda06962
3121,Joao,Roque,NULL,167.64,155,NULL,Orthodox,1971-07-22,7,2,4,NULL,http://ufcstats.com/fighter-details/0f6528b461e47462
3122,Aaron,Rosa,NULL,193.04,205,195.58,Orthodox,1983-05-28,18,6,0,NULL,http://ufcstats.com/fighter-details/11f8860028b68fcf
3123,Charles,Rosa,"Boston Strong",175.26,145,175.26,Switch,1986-08-24,14,8,0,NULL,http://ufcstats.com/fighter-details/40093d1d2d78394e
3124,Karol,Rosa,NULL,165.1,145,170.18,Orthodox,1994-12-30,17,5,0,NULL,http://ufcstats.com/fighter-details/351c4ec637380ad5
3125,Jacob,Rosales,"The Lil Badger",180.34,155,187.96,Orthodox,1995-07-28,13,7,0,NULL,http://ufcstats.com/fighter-details/f7faf5b19e0dec2e
3126,Raul,"Rosas Jr.","El Nino Problema",175.26,135,170.18,Switch,2004-10-08,7,1,0,NULL,http://ufcstats.com/fighter-details/fe2babf95de24fb1
3127,Hilarie,Rose,NULL,160.02,115,160.02,Orthodox,1992-11-11,4,2,0,NULL,http://ufcstats.com/fighter-details/b9163ec845c3bfc8
3128,Jake,Rosholt,NULL,185.42,185,NULL,Orthodox,1982-02-09,12,5,0,1,http://ufcstats.com/fighter-details/4f2fcbefb668689d
3129,Jared,Rosholt,NULL,187.96,265,190.5,Orthodox,1986-08-04,14,4,0,NULL,http://ufcstats.com/fighter-details/91ea901c458e95dd
3130,Kevin,Rosier,NULL,193.04,275,NULL,Orthodox,NULL,2,6,0,NULL,http://ufcstats.com/fighter-details/598a58db87b890ee
3131,Zach,Rosol,NULL,NULL,243,NULL,NULL,NULL,3,2,0,NULL,http://ufcstats.com/fighter-details/208b6926916867c7
3132,Shannon,Ross,"The Turkish Delight",167.64,125,167.64,Switch,1989-05-12,13,7,0,NULL,http://ufcstats.com/fighter-details/51c655162e462ceb
3133,Nick,Rossborough,Leatherface,195.58,205,NULL,NULL,1981-11-18,26,19,1,NULL,http://ufcstats.com/fighter-details/ff3a915256b899c0
3134,Kristian,Rothaermel,NULL,182.88,205,NULL,"Open Stance",1972-01-31,4,3,0,NULL,http://ufcstats.com/fighter-details/af49a6c491ca22a3
3135,Ben,Rothwell,NULL,193.04,265,198.12,Orthodox,1981-10-17,39,14,0,NULL,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
3136,Rick,Roufus,NULL,182.88,207,NULL,Southpaw,NULL,4,6,0,NULL,http://ufcstats.com/fighter-details/872b018076f831b0
3137,Khalil,"Rountree Jr.",NULL,185.42,205,193.04,Southpaw,1990-02-26,12,5,0,1,http://ufcstats.com/fighter-details/749f572d1d3161fb
3138,Ronda,Rousey,Rowdy,170.18,135,167.64,Orthodox,1987-02-01,12,2,0,NULL,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
3139,Ray,Routh,NULL,172.72,185,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/cba3a2dfbc06ce79
3140,Roberta,Rovel,Crusher,172.72,145,NULL,NULL,NULL,4,1,0,NULL,http://ufcstats.com/fighter-details/9d7fbf438766791f
3141,Phil,Rowe,"The Fresh Prince",190.5,170,203.2,Orthodox,1990-07-18,10,4,0,NULL,http://ufcstats.com/fighter-details/8e382b585a92affe
3142,Cameron,Rowston,"Van Damme",NULL,185,NULL,NULL,1995-01-19,8,2,0,NULL,http://ufcstats.com/fighter-details/8ebc3a8da015d70c
3143,Kain,Royer,NULL,NULL,185,NULL,NULL,NULL,2,2,0,NULL,http://ufcstats.com/fighter-details/712aa894b3a344df
3144,Brad,Royster,NULL,NULL,135,NULL,NULL,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/09f8c233de88998d
3145,Brandon,Royval,"Raw Dawg",175.26,125,172.72,Southpaw,1992-08-16,15,6,0,NULL,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
3146,Jairzinho,Rozenstruik,"Bigi Boy",187.96,242,198.12,Orthodox,1988-03-17,13,5,0,NULL,http://ufcstats.com/fighter-details/2cd428e9606856fd
3147,Mauricio,Rua,Shogun,185.42,205,193.04,Orthodox,1981-11-25,27,14,1,NULL,http://ufcstats.com/fighter-details/140745cbbcb023ac
3148,Murilo,Rua,Ninja,180.34,185,NULL,Orthodox,1980-05-22,20,13,1,NULL,http://ufcstats.com/fighter-details/90e7447d8b7f3f35
3149,Marco,Ruas,"King of the Streets",185.42,210,NULL,Orthodox,1961-01-23,9,4,2,NULL,http://ufcstats.com/fighter-details/597db668b01c442c
3150,Rodrigo,Ruas,NULL,177.8,185,NULL,Orthodox,1977-10-06,4,5,1,1,http://ufcstats.com/fighter-details/94070f6544c4b2a5
3151,Rodolfo,"Rubio Perez",Fito,165.1,145,NULL,Orthodox,1987-01-29,10,16,1,NULL,http://ufcstats.com/fighter-details/c4731f43693b96b8
3152,Gabe,Ruediger,Godzilla,177.8,155,NULL,Orthodox,1977-08-29,18,8,0,NULL,http://ufcstats.com/fighter-details/ccba80d4820ef557
3153,Eddie,Ruiz,NULL,170.18,155,NULL,Orthodox,1967-06-10,1,1,0,NULL,http://ufcstats.com/fighter-details/7b9aa973e5c04624
3154,Anthony,Ruiz,"El Toro",187.96,205,NULL,Orthodox,1977-11-03,33,22,0,NULL,http://ufcstats.com/fighter-details/657c21cb133f1445
3155,Paul,Ruiz,NULL,167.64,135,NULL,NULL,1987-06-23,7,4,0,NULL,http://ufcstats.com/fighter-details/babc0b19e89cec6e
3156,Mike,Russow,NULL,185.42,255,185.42,Orthodox,1976-09-11,15,3,0,1,http://ufcstats.com/fighter-details/353de740bb6c7e75
3157,Bas,Rutten,"El Guapo",185.42,205,NULL,Orthodox,1965-02-24,28,4,1,NULL,http://ufcstats.com/fighter-details/03688dc3c3af3ac1
3158,Nursulton,Ruziboev,Black,195.58,185,193.04,Orthodox,1993-11-19,35,8,2,NULL,http://ufcstats.com/fighter-details/49d2a08964c5eb11
3159,Casey,Ryan,NULL,NULL,185,NULL,NULL,NULL,7,3,0,NULL,http://ufcstats.com/fighter-details/5b1b383265433f51
3160,Yusup,Saadulaev,Maestro,167.64,135,NULL,NULL,1985-03-31,16,4,1,1,http://ufcstats.com/fighter-details/b1669a810fae4220
3161,Cameron,Saaiman,MSP,172.72,135,170.18,Southpaw,2000-12-20,8,0,0,NULL,http://ufcstats.com/fighter-details/3c8a5200436e19f3
3162,Pete,Sabala,NULL,NULL,135,NULL,NULL,NULL,3,15,0,NULL,http://ufcstats.com/fighter-details/7956f026e2672c47
3163,Danny,Sabatello,"Italian Gangster",177.8,135,180.34,Orthodox,1993-03-31,9,1,0,NULL,http://ufcstats.com/fighter-details/cb7ee07982de2a28
3164,Pat,Sabatini,NULL,172.72,145,177.8,Orthodox,1990-11-09,18,4,0,NULL,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
3165,Amir,Sadollah,NULL,177.8,170,190.5,Orthodox,1980-08-27,6,5,0,NULL,http://ufcstats.com/fighter-details/2650e2f846a30f64
3166,Nazim,Sadykhov,"Black Wolf",177.8,155,175.26,Southpaw,1994-05-16,8,1,0,NULL,http://ufcstats.com/fighter-details/ff62013d2fce6d13
3167,Frankie,Saenz,NULL,167.64,135,167.64,Orthodox,1980-08-12,13,7,0,NULL,http://ufcstats.com/fighter-details/9ba2226646046b63
3168,Saparbeg,Safarov,NULL,185.42,185,198.12,Orthodox,1986-10-14,9,3,0,NULL,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
3169,Tarec,Saffiedine,Sponge,177.8,170,177.8,Switch,1986-09-06,16,7,0,NULL,http://ufcstats.com/fighter-details/0749d968e932df53
3170,Jason,Saggo,NULL,180.34,155,180.34,Orthodox,1985-11-23,12,4,0,NULL,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23
3171,Benoit,"Saint Denis","God of War",180.34,155,185.42,Southpaw,1995-12-18,11,1,0,1,http://ufcstats.com/fighter-details/c2299ec916bc7c56
3172,Ovince,"Saint Preux",NULL,190.5,205,203.2,Southpaw,1983-04-08,26,17,0,NULL,http://ufcstats.com/fighter-details/50db8711c70196cd
3173,Lukasz,Sajewski,Wookie,172.72,155,180.34,Orthodox,1990-11-27,13,3,0,NULL,http://ufcstats.com/fighter-details/fb41432b622992a9
3174,Yukio,Sakaguchi,NULL,175.26,185,NULL,Orthodox,1973-07-26,6,7,0,NULL,http://ufcstats.com/fighter-details/94a5aaf573f780ad
3175,Augusto,Sakai,NULL,190.5,265,195.58,Orthodox,1991-05-09,16,5,1,NULL,http://ufcstats.com/fighter-details/441eacbe20e0e80b
3176,Alessio,Sakara,Legionarius,182.88,185,182.88,Orthodox,1981-09-02,19,11,0,2,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac
3177,Wataru,Sakata,NULL,175.26,195,NULL,Southpaw,1973-03-11,11,14,0,NULL,http://ufcstats.com/fighter-details/d7907a9a968e4d29
3178,Gokhan,Saki,"The Rebel",182.88,205,185.42,Orthodox,1983-10-19,1,2,0,NULL,http://ufcstats.com/fighter-details/4690d47bf725fd98
3179,Kazushi,Sakuraba,"The Gracie Hunter",182.88,185,NULL,Southpaw,1969-07-14,26,17,1,2,http://ufcstats.com/fighter-details/9b5b5a75523728f3
3180,Hayato,Sakurai,Mach,170.18,168,NULL,Orthodox,1975-08-24,38,13,2,NULL,http://ufcstats.com/fighter-details/85e26e2468b4e82f
3181,Ryuta,Sakurai,NULL,170.18,183,NULL,Orthodox,NULL,24,24,6,NULL,http://ufcstats.com/fighter-details/ff9578cdbfabd323
3182,Justin,Salas,J-Bomb,172.72,155,177.8,Southpaw,1982-03-13,12,7,0,NULL,http://ufcstats.com/fighter-details/9b198c73e3d0d289
3183,Ivan,Salaverry,NULL,182.88,185,NULL,Orthodox,1971-01-11,14,9,0,NULL,http://ufcstats.com/fighter-details/394f55ebca199124
3184,Roman,Salazar,"El Gallito",170.18,135,NULL,Orthodox,1988-02-21,10,6,0,1,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
3185,Luis,Saldana,NULL,180.34,145,185.42,Orthodox,1991-01-27,16,7,1,NULL,http://ufcstats.com/fighter-details/12e0fdc606f7e274
3186,John,Salgado,Greco,177.8,170,NULL,NULL,NULL,4,8,1,NULL,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad
3187,Muslim,Salikhov,"King of Kung Fu",180.34,170,177.8,Orthodox,1984-06-09,19,4,0,NULL,http://ufcstats.com/fighter-details/447f9858ae78f921
3188,Gabriel,Salinas-Jones,NULL,185.42,245,NULL,NULL,1984-11-20,5,2,1,NULL,http://ufcstats.com/fighter-details/74d5f71eeb0c66c7
3189,Brandon,Saling,"White Steel",177.8,170,NULL,NULL,1986-01-28,8,6,0,NULL,http://ufcstats.com/fighter-details/a049aa06508b9c7b
3190,Sean,Salmon,NULL,177.8,185,NULL,Southpaw,1977-09-11,18,21,0,NULL,http://ufcstats.com/fighter-details/7c0847d3854a95f2
3191,Boston,Salmon,"Boom Boom",175.26,135,175.26,Southpaw,1990-11-20,6,3,0,NULL,http://ufcstats.com/fighter-details/98e946879ba20c0f
3192,John,Salter,NULL,185.42,185,187.96,Southpaw,1985-03-21,14,3,0,NULL,http://ufcstats.com/fighter-details/010986ee359fb863
3193,Vinicius,Salvador,NULL,170.18,125,177.8,Southpaw,1996-07-24,14,5,0,NULL,http://ufcstats.com/fighter-details/65cdf4ec31143d86
3194,Dylan,Salvador,NULL,NULL,155,NULL,NULL,1993-05-20,5,1,0,NULL,http://ufcstats.com/fighter-details/a7a3fb5f6c67b122
3195,Josh,Samman,Anqa,190.5,185,200.66,Orthodox,1988-03-14,13,4,0,NULL,http://ufcstats.com/fighter-details/9deff9e3e8d94d47
3196,Johnny,Sampaio,NULL,172.72,170,NULL,Orthodox,1975-09-11,3,1,0,NULL,http://ufcstats.com/fighter-details/b23388ff8ac6637b
3197,Josh,Sampo,"The Gremlin",162.56,125,162.56,Orthodox,1984-07-24,11,5,0,NULL,http://ufcstats.com/fighter-details/f65dcb22dada2223
3198,Josh,"San Diego",JSD,177.8,135,NULL,NULL,NULL,8,3,0,NULL,http://ufcstats.com/fighter-details/983e281d257c24dc
3199,Diego,Sanchez,Nightmare,177.8,170,182.88,Southpaw,1981-12-31,31,13,0,NULL,http://ufcstats.com/fighter-details/82e7929bf6c2b689
3200,Eddie,Sanchez,"The Manic Hispanic",187.96,230,187.96,Orthodox,1982-11-04,15,8,0,NULL,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3
3201,Julian,Sanchez,NULL,190.5,300,NULL,Orthodox,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/c6da1c24fe473418
3202,Bobby,Sanchez,"The Kid",170.18,155,NULL,Orthodox,NULL,10,35,0,NULL,http://ufcstats.com/fighter-details/6a0047ac8c99fece
3203,Donald,Sanchez,NULL,177.8,145,NULL,NULL,1984-08-18,31,17,0,NULL,http://ufcstats.com/fighter-details/bb140b121283acbb
3204,Joby,Sanchez,NULL,167.64,135,172.72,Orthodox,1991-06-24,11,4,0,NULL,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2
3205,Emmanuel,Sanchez,"El Matador",175.26,145,180.34,NULL,1990-08-11,15,3,0,NULL,http://ufcstats.com/fighter-details/243a336eaa2d2eb4
3206,Erick,Sanchez,NULL,177.8,145,NULL,NULL,1990-10-04,8,3,0,NULL,http://ufcstats.com/fighter-details/ef3663798164adf0
3207,Andrew,Sanchez,"El Dirte",185.42,185,187.96,Orthodox,1988-04-08,13,7,0,NULL,http://ufcstats.com/fighter-details/fccf811c1e8b01c7
3208,Robert,Sanchez,Littlefury,167.64,125,167.64,Orthodox,1986-03-05,8,2,0,NULL,http://ufcstats.com/fighter-details/546f8599a63c29da
3209,Jesse,Sanders,NULL,182.88,170,NULL,Orthodox,NULL,23,7,0,NULL,http://ufcstats.com/fighter-details/59aaf2730b84698a
3210,Luke,Sanders,"Cool Hand",167.64,135,170.18,Southpaw,1985-12-12,13,5,0,NULL,http://ufcstats.com/fighter-details/96428b9e9bd048ea
3211,Jerrod,Sanders,J-Reazie,172.72,135,182.88,Orthodox,1979-10-01,16,3,0,1,http://ufcstats.com/fighter-details/12f1b140e248bdb9
3212,Cory,Sandhagen,NULL,180.34,135,177.8,Switch,1992-04-20,16,4,0,NULL,http://ufcstats.com/fighter-details/65f09bacd3957381
3213,Hugo,Sandoval,NULL,NULL,135,NULL,NULL,NULL,2,3,0,NULL,http://ufcstats.com/fighter-details/9d51bcc281aa0514
3214,Raul,Sandoval,NULL,NULL,130,NULL,NULL,NULL,3,3,0,NULL,http://ufcstats.com/fighter-details/f9ad10f6a49e5452
3215,Joseph,Sandoval,NULL,170.18,135,NULL,Southpaw,1986-05-11,7,7,0,NULL,http://ufcstats.com/fighter-details/696002b59f09d73b
3216,Hector,Sandoval,"Kid Alex",157.48,125,162.56,Orthodox,1986-07-19,14,4,0,NULL,http://ufcstats.com/fighter-details/449c890bd90f3374
3217,Chris,Sanford,NULL,180.34,185,NULL,Orthodox,1968-03-12,5,1,0,NULL,http://ufcstats.com/fighter-details/29f935654825331b
3218,Roldan,"Sangcha'an","The Executioner",162.56,125,NULL,Orthodox,1990-12-04,4,2,0,NULL,http://ufcstats.com/fighter-details/57887765f831e228
3219,Yuhi,Sano,NULL,180.34,243,NULL,Orthodox,1965-02-02,0,4,0,NULL,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4
3220,Martin,Sano,Spartan,180.34,170,190.5,Orthodox,1991-05-30,4,3,1,NULL,http://ufcstats.com/fighter-details/16a64f93f6678b7b
3221,Jonathan,"Santa Maria",NULL,175.26,125,NULL,NULL,NULL,3,4,0,NULL,http://ufcstats.com/fighter-details/3143e5daff9e5b71
3222,Duda,Santana,Cowboyzinha,170.18,145,185.42,Orthodox,1996-01-10,3,1,0,NULL,http://ufcstats.com/fighter-details/d6ead04919a894b1
3223,Shaheen,Santana,Shazam,185.42,155,190.5,Orthodox,1991-06-04,6,1,0,NULL,http://ufcstats.com/fighter-details/19809d475ed832d5
3224,Sean,Santella,"Shorty Rock",165.1,125,NULL,NULL,1984-10-25,17,6,1,1,http://ufcstats.com/fighter-details/39792c2f42c9f527
3225,Jorge,Santiago,"The Sandman",185.42,170,190.5,Orthodox,1980-10-09,25,12,0,NULL,http://ufcstats.com/fighter-details/f8dc544e7077d014
3226,Mike,Santiago,NULL,177.8,145,175.26,Orthodox,1989-07-28,19,12,0,NULL,http://ufcstats.com/fighter-details/bc656db347f31e19
3227,Will,Santiago,"The Brown Bomber",170.18,185,NULL,Orthodox,1983-02-08,9,5,0,NULL,http://ufcstats.com/fighter-details/4920292f5d9b76df
3228,Richie,Santiago,"The Milford Mauler",170.18,135,170.18,Southpaw,1992-10-10,7,2,0,NULL,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b
3229,Jose,Santibanez,NULL,NULL,155,NULL,NULL,1980-01-18,10,3,0,NULL,http://ufcstats.com/fighter-details/8299206ccebc44a7
3230,Art,Santore,Pachuco,187.96,185,NULL,NULL,1972-10-26,18,8,0,NULL,http://ufcstats.com/fighter-details/012fc7cd0779c09a
3231,Adriano,Santos,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/c6e6926a81adcd00
3232,Paulo,Santos,NULL,NULL,NULL,NULL,NULL,NULL,0,3,0,NULL,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae
3233,Evangelista,Santos,Cyborg,177.8,170,193.04,Orthodox,1977-12-12,21,18,0,NULL,http://ufcstats.com/fighter-details/99bf06f20491cb54
3234,Luis,Santos,NULL,185.42,170,NULL,Southpaw,NULL,63,10,1,1,http://ufcstats.com/fighter-details/7701377be464d2ef
3235,Iliarde,Santos,NULL,165.1,125,170.18,Orthodox,1980-09-25,30,13,1,1,http://ufcstats.com/fighter-details/14aa21bc82cac57d
3236,Leonardo,Santos,NULL,182.88,155,190.5,Orthodox,1980-02-05,18,7,1,NULL,http://ufcstats.com/fighter-details/9c65736747ca92ec
3237,Thiago,Santos,Marreta,187.96,205,193.04,Orthodox,1984-01-07,22,11,0,NULL,http://ufcstats.com/fighter-details/dea070ed4a2a8281
3238,Bruno,Santos,Carioca,175.26,185,NULL,Orthodox,1987-07-17,15,2,0,NULL,http://ufcstats.com/fighter-details/da1d8d76404bb6b5
3239,Andre,Santos,Chatuba,182.88,170,NULL,NULL,NULL,38,10,0,NULL,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb
3240,Gleristone,Santos,"Toninho Furia",175.26,145,NULL,NULL,1988-08-20,33,7,0,NULL,http://ufcstats.com/fighter-details/d12ee718fb35c35c
3241,Yana,Santos,NULL,167.64,135,172.72,Orthodox,1989-11-11,14,8,0,1,http://ufcstats.com/fighter-details/3143bf892608139a
3242,Taila,Santos,NULL,167.64,125,172.72,Orthodox,1993-06-22,19,2,0,NULL,http://ufcstats.com/fighter-details/f7467152fd9f18a2
