fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
181,Asjabharan,NULL,NULL,167.64,135,NULL,NULL,1992-07-31,7,6,0,NULL,http://ufcstats.com/fighter-details/8be9deb7d6b36354
182,Askar,Askar,AK-47,170.18,145,175.26,Orthodox,1994-08-19,11,1,0,NULL,http://ufcstats.com/fighter-details/2abc414136504554
183,Askar,Askarov,Bullet,167.64,125,170.18,Orthodox,1992-10-09,14,1,1,NULL,http://ufcstats.com/fighter-details/b1d19449397541dc
184,Cyril,Asker,Silverback,182.88,247,187.96,Orthodox,1985-12-24,9,4,0,NULL,http://ufcstats.com/fighter-details/9be6020024133293
185,Khusein,Askhabov,Nohcho,172.72,145,175.26,Orthodox,1995-02-13,23,1,0,NULL,http://ufcstats.com/fighter-details/5c10da56d712ac9c
186,Scott,Askham,NULL,190.5,185,190.5,Southpaw,1988-05-20,14,4,0,NULL,http://ufcstats.com/fighter-details/06827d70c53ff0d9
187,Ben,Askren,Funky,180.34,170,185.42,Orthodox,1984-07-18,19,2,0,1,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
188,Ibo,Aslan,"The Last Ottoman",190.5,205,NULL,NULL,1996-04-23,8,0,0,NULL,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
189,Tom,Aspinall,NULL,195.58,256,198.12,Orthodox,1993-04-11,12,3,0,NULL,http://ufcstats.com/fighter-details/399afbabc02376b5
190,Bruno,Assis,Brunao,187.96,185,NULL,Orthodox,1992-05-23,8,4,0,NULL,http://ufcstats.com/fighter-details/ff222167cce02919
191,Junior,Assuncao,NULL,175.26,145,182.88,Orthodox,1981-06-24,16,6,0,NULL,http://ufcstats.com/fighter-details/d0d7160824278840
192,Raphael,Assuncao,NULL,165.1,135,167.64,Orthodox,1982-07-19,28,10,0,NULL,http://ufcstats.com/fighter-details/2f13e4020cea5b38
193,Bazigit,Atajev,Volk,185.42,230,NULL,Orthodox,NULL,17,1,0,NULL,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
194,Rich,Attonito,"The Raging Bull",177.8,170,182.88,Orthodox,1977-06-16,10,5,0,NULL,http://ufcstats.com/fighter-details/210935fd21670f6d
195,Olivier,Aubin-Mercier,"The Canadian Gangster",175.26,155,177.8,Southpaw,1989-02-23,11,5,0,NULL,http://ufcstats.com/fighter-details/55ee431411ccf07a
196,Pat,Audinwood,"Awesomely Awesome",182.88,155,NULL,Orthodox,1986-04-16,11,2,1,NULL,http://ufcstats.com/fighter-details/196ed28337adc630
197,Jose,Augusto,Gugu,190.5,251,NULL,NULL,1992-03-28,6,2,0,1,http://ufcstats.com/fighter-details/4d3b08ab127c7585
198,Marcus,Aurelio,Maximus,177.8,155,187.96,Orthodox,1973-08-18,22,10,0,NULL,http://ufcstats.com/fighter-details/04643fd03d9159cc
199,David,Avellan,NULL,175.26,185,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/956dcac65e7b34d6
200,Blas,Avena,"The Disciple",182.88,170,187.96,Orthodox,1983-06-30,8,7,0,1,http://ufcstats.com/fighter-details/8753e125f4499816
201,Levi,Avera,NULL,185.42,170,NULL,NULL,1982-05-17,18,15,0,NULL,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
202,Anthony,Avila,NULL,170.18,145,NULL,NULL,1988-12-29,13,5,0,NULL,http://ufcstats.com/fighter-details/033d19259f589457
203,Chris,Avila,NULL,177.8,145,NULL,Orthodox,1993-01-16,5,4,0,NULL,http://ufcstats.com/fighter-details/4665cbf36b08193b
204,Julia,Avila,"Raging Panda",170.18,135,172.72,Orthodox,1988-05-11,9,2,0,NULL,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
205,Saad,Awad,Assassin,180.34,155,NULL,NULL,1983-06-07,20,9,0,NULL,http://ufcstats.com/fighter-details/da603332ad41f165
206,Javy,Ayala,"Eye Candy",185.42,265,NULL,NULL,1988-08-20,10,5,0,NULL,http://ufcstats.com/fighter-details/26387c19f32dda0f
207,Jessin,Ayari,NULL,182.88,155,185.42,Orthodox,1992-05-31,16,6,0,NULL,http://ufcstats.com/fighter-details/6eaec40f724852f4
208,Abu,Azaitar,"Captain Morocco",175.26,185,193.04,Orthodox,1986-03-10,14,3,1,NULL,http://ufcstats.com/fighter-details/46d0a888d87d91ac
209,Ottman,Azaitar,Bulldozer,172.72,155,180.34,Switch,1990-02-20,13,1,0,NULL,http://ufcstats.com/fighter-details/ee18ff42063174df
210,Luiz,Azeredo,NULL,175.26,154,NULL,Orthodox,1976-06-10,15,10,0,NULL,http://ufcstats.com/fighter-details/063649e21bc9d6d5
211,Luciano,Azevedo,NULL,190.5,161,NULL,Orthodox,1981-06-25,17,9,1,NULL,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
212,Hunter,Azure,NULL,172.72,145,175.26,Orthodox,1992-03-02,9,2,0,NULL,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
213,Niklas,Backstrom,NULL,185.42,145,NULL,Orthodox,1989-08-22,11,3,0,1,http://ufcstats.com/fighter-details/39cc64bf0a269db9
214,Seth,Baczynski,"The Polish Pistola",190.5,170,190.5,Orthodox,1981-10-26,20,14,0,NULL,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
215,Abdul,"Azeem Badakhshi","The Afghan Lion",NULL,145,NULL,NULL,NULL,13,3,0,NULL,http://ufcstats.com/fighter-details/968764372c49eab6
216,Ryan,Bader,Darth,187.96,205,187.96,Orthodox,1983-06-07,23,5,0,NULL,http://ufcstats.com/fighter-details/c0ab242c40decc55
217,Izabela,Badurek,NULL,165.1,115,NULL,Orthodox,1991-07-11,6,3,0,NULL,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
218,Miguel,Baeza,"Caramel Thunder",187.96,170,187.96,Orthodox,1992-08-23,10,3,0,NULL,http://ufcstats.com/fighter-details/82d4c957649faf9b
219,Ali,Bagautinov,Puncher,162.56,125,165.1,Orthodox,1985-06-10,15,6,0,NULL,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
220,Mehdi,Baghdad,"The Sultan",185.42,155,NULL,Orthodox,1985-04-13,11,5,0,NULL,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
221,Melsik,Baghdasaryan,"The Gun",175.26,145,177.8,Southpaw,1992-01-28,7,2,0,NULL,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
222,Siyar,Bahadurzada,"The Great",180.34,170,185.42,Orthodox,1984-04-17,24,8,1,NULL,http://ufcstats.com/fighter-details/aec185309b4843d0
223,Ignacio,Bahamondes,"La Jaula",190.5,155,190.5,Orthodox,1997-08-27,14,4,0,NULL,http://ufcstats.com/fighter-details/e4a47b07044ddd72
224,Bahatebole,Batebolati,NULL,180.34,155,180.34,Southpaw,1997-09-12,8,1,1,NULL,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
225,Shamar,Bailey,NULL,175.26,155,190.5,Southpaw,1982-09-22,16,11,0,NULL,http://ufcstats.com/fighter-details/e2b8186b618b00c4
226,Jordan,Bailey,NULL,175.26,145,NULL,NULL,NULL,6,3,0,NULL,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
227,Scott,Baker,NULL,182.88,210,NULL,NULL,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/7d5b12de1625984e
228,Bryan,Baker,"The Beast",190.5,185,NULL,Orthodox,1985-10-13,18,5,0,NULL,http://ufcstats.com/fighter-details/898337ef520fe4d3
229,Jin,Bala,NULL,175.26,155,NULL,NULL,NULL,23,3,0,NULL,http://ufcstats.com/fighter-details/371efa53bd0cf669
230,Balajin,NULL,"The Snow Leopard",175.26,145,182.88,Orthodox,1992-03-31,23,4,0,NULL,http://ufcstats.com/fighter-details/e626e92a8f2a9737
231,Oluwale,Bamgbose,"Holy War Angel",180.34,185,198.12,Switch,1987-08-04,6,4,0,NULL,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
232,Stephen,Banaszak,NULL,182.88,145,NULL,NULL,1990-12-07,5,5,0,NULL,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
233,Marcin,Bandel,Bomba,177.8,155,NULL,Orthodox,1989-10-10,15,7,0,NULL,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
234,Humberto,Bandenay,NULL,180.34,145,180.34,Southpaw,1994-09-04,14,7,0,1,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
235,Tae,"Hyun Bang",Supernatural,175.26,155,180.34,Switch,1983-04-15,18,10,0,NULL,http://ufcstats.com/fighter-details/9a2d3567abc02e34
236,Yohan,Banks,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
237,Shauna,Bannon,"Mama B",NULL,115,NULL,NULL,1993-10-23,5,0,0,NULL,http://ufcstats.com/fighter-details/9c442aaf149ea982
238,Antonio,Banuelos,NULL,165.1,135,160.02,Orthodox,1979-09-23,20,11,1,NULL,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
239,Renan,Barao,"The Baron",167.64,145,177.8,Orthodox,1987-01-31,34,9,0,1,http://ufcstats.com/fighter-details/2c99576fefe53c7c
240,Junior,Barata,NULL,177.8,170,NULL,Orthodox,1982-01-25,9,3,1,NULL,http://ufcstats.com/fighter-details/06dced58ca24a6bd
241,Maycee,Barber,"The Future",165.1,125,165.1,Switch,1998-05-18,13,2,0,NULL,http://ufcstats.com/fighter-details/6a740daf1b279661
242,Bryan,Barberena,"Bam Bam",182.88,170,182.88,Southpaw,1989-05-03,18,10,0,NULL,http://ufcstats.com/fighter-details/a331233f597090a5
243,Edson,Barboza,Junior,180.34,145,190.5,Orthodox,1986-01-21,23,11,0,NULL,http://ufcstats.com/fighter-details/64a50dad704d1d49
244,Raoni,Barcelos,NULL,170.18,135,170.18,Orthodox,1987-05-01,17,4,0,NULL,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
245,Daniel,Barez,NULL,167.64,125,167.64,Orthodox,1988-12-10,12,5,0,NULL,http://ufcstats.com/fighter-details/e8fe9c15d348e778
246,Luke,Barnatt,"The Bigslow",198.12,185,195.58,Orthodox,1988-04-13,13,4,0,NULL,http://ufcstats.com/fighter-details/172c2135e70f87b7
247,James,Barnes,Mooka,172.72,135,180.34,Orthodox,1982-05-28,14,5,0,NULL,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
248,Nick,Barnes,NULL,180.34,170,NULL,NULL,NULL,11,2,0,NULL,http://ufcstats.com/fighter-details/78a5eea49638685d
249,Shonte,Barnes,Shyne,180.34,185,193.04,Southpaw,1987-02-09,6,2,1,NULL,http://ufcstats.com/fighter-details/e575b6ff678c1aca
250,Josh,Barnett,"The Warmaster",190.5,250,198.12,Orthodox,1977-11-10,35,8,0,NULL,http://ufcstats.com/fighter-details/ad3f53c454cbbead
251,Chris,Barnett,Beastboy,175.26,265,190.5,Orthodox,1986-06-14,23,8,0,NULL,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
252,Chris,Barnhizer,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,NULL,http://ufcstats.com/fighter-details/91e69a1c3c87325b
253,David,Baron,NULL,167.64,155,NULL,Switch,1973-02-15,17,4,1,NULL,http://ufcstats.com/fighter-details/80c0bed43da0e27b
254,Phil,Baroni,"The New York Bad Ass",175.26,170,182.88,Orthodox,1976-04-16,15,18,0,NULL,http://ufcstats.com/fighter-details/1652f3213655b935
255,Dan,Barrera,"The Fireman",175.26,170,NULL,Orthodox,1980-12-23,3,1,0,NULL,http://ufcstats.com/fighter-details/f12f979b657ab876
256,Carlos,Barreto,NULL,193.04,230,NULL,Orthodox,NULL,14,9,0,NULL,http://ufcstats.com/fighter-details/a220be6d41d6f97d
257,Jose,Barreto,NULL,NULL,185,NULL,Southpaw,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/c32eab6c2119e989
258,Peter,Barrett,Slippery,177.8,145,185.42,Southpaw,1986-08-10,11,5,0,NULL,http://ufcstats.com/fighter-details/d21113c9ff3788ae
259,Marc-Andre,Barriault,Powerbar,185.42,185,187.96,Orthodox,1990-02-18,16,6,0,1,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
260,David,Barrios,NULL,167.64,145,NULL,NULL,NULL,4,8,0,NULL,http://ufcstats.com/fighter-details/e6015889f50075d2
261,Alexandre,Barros,Baixinho,175.26,170,NULL,Southpaw,1976-11-19,22,11,0,NULL,http://ufcstats.com/fighter-details/8fd1f27e86661ede
262,Ricardo,Barros,NULL,185.42,205,NULL,NULL,1976-03-22,2,2,0,NULL,http://ufcstats.com/fighter-details/d26394fc0e8e880a
263,Francimar,Barroso,Bodao,185.42,205,190.5,Orthodox,1980-02-28,19,7,0,1,http://ufcstats.com/fighter-details/b69f24c500d783e7
264,Pat,Barry,HD,180.34,235,187.96,Orthodox,1979-07-07,8,7,0,NULL,http://ufcstats.com/fighter-details/658c3465581ae46b
265,Dean,Barry,"The Sniper",177.8,170,182.88,Orthodox,1992-07-03,4,2,0,NULL,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
266,Enrique,Barzola,"El Fuerte",170.18,145,177.8,Orthodox,1989-04-28,17,5,2,NULL,http://ufcstats.com/fighter-details/be0b310a12eb80b4
267,Javid,Basharat,"The Snow Leopard",175.26,135,175.26,Orthodox,1995-09-07,14,0,0,NULL,http://ufcstats.com/fighter-details/bbab3baf66128ae2
268,Farid,Basharat,Ferocious,172.72,135,180.34,Orthodox,1997-08-02,10,0,0,NULL,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
269,Stephen,Bass,Bigfish,175.26,145,NULL,Orthodox,1982-11-14,11,2,0,NULL,http://ufcstats.com/fighter-details/1cecc8fe6748a532
270,Sean,Bassett,NULL,NULL,155,NULL,NULL,NULL,0,4,0,NULL,http://ufcstats.com/fighter-details/2c733e059462c1dc
271,Ryan,Bastianelli,Relentless,165.1,135,NULL,NULL,NULL,6,7,0,1,http://ufcstats.com/fighter-details/29508aff4d93cbbe
272,Shayna,Baszler,"The Queen of Spades",170.18,135,NULL,Orthodox,1980-08-08,15,11,0,NULL,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
273,Michel,Batista,NULL,190.5,260,NULL,Orthodox,1984-04-20,4,1,0,1,http://ufcstats.com/fighter-details/34218661c44ed55d
274,Bryan,Battle,"Pooh Bear",185.42,170,195.58,Orthodox,1994-09-21,10,2,0,NULL,http://ufcstats.com/fighter-details/f626118b6da0e020
275,Alan,Baudot,"The Black Samourai",190.5,243,200.66,Orthodox,1988-02-01,8,4,0,1,http://ufcstats.com/fighter-details/c9a94278df042f46
276,Mario,Bautista,NULL,175.26,135,175.26,Switch,1993-07-01,12,2,0,NULL,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
277,Chris,Beal,"Real Deal",170.18,125,175.26,Orthodox,1985-08-06,10,5,0,NULL,http://ufcstats.com/fighter-details/55f446032177b119
278,Donovan,Beard,"The Highlight Reel",187.96,185,198.12,Orthodox,1989-11-05,7,2,0,NULL,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
279,Rudy,Bears,NULL,180.34,170,NULL,Southpaw,NULL,16,15,0,NULL,http://ufcstats.com/fighter-details/74f13066b1417ef3
280,Salvador,Becerra,NULL,175.26,155,NULL,NULL,NULL,5,2,0,NULL,http://ufcstats.com/fighter-details/4fd76e7ba8313457
281,Ariel,Beck,NULL,167.64,125,167.64,Southpaw,1990-09-16,4,5,0,NULL,http://ufcstats.com/fighter-details/b96939f2b8d88e82
282,Jeff,Bedard,"Little Popeye",167.64,145,NULL,Orthodox,1970-02-06,13,3,0,NULL,http://ufcstats.com/fighter-details/93bf96be327fcd98
283,Eric,Bedard,"Lucky Strikes",187.96,239,NULL,NULL,1984-09-11,6,7,0,NULL,http://ufcstats.com/fighter-details/ce05955c26c3c090
284,Johnny,Bedford,Brutal,177.8,135,180.34,Orthodox,1983-01-06,21,13,1,1,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
285,Rolando,Bedoya,"The Machine",180.34,170,187.96,Orthodox,1997-01-13,14,2,0,NULL,http://ufcstats.com/fighter-details/40a456a25d52ee65
286,Chase,Beebe,NULL,170.18,135,170.18,Orthodox,1985-03-29,24,13,1,NULL,http://ufcstats.com/fighter-details/b16a7e6a627e9789
287,Lyle,Beerbohm,"Fancy Pants",177.8,155,NULL,Southpaw,1979-02-05,24,3,0,NULL,http://ufcstats.com/fighter-details/babc6b5745335f18
288,Allan,Begosso,Mini,165.1,135,167.64,Orthodox,1995-11-23,7,2,1,NULL,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
289,Mirsad,Bektic,NULL,172.72,145,177.8,Orthodox,1991-02-16,13,4,0,NULL,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
290,Diana,Belbita,"The Warrior Princess",170.18,115,172.72,Orthodox,1996-06-26,15,7,0,NULL,http://ufcstats.com/fighter-details/d7e40dca3ae125be
291,Alan,Belcher,"The Talent",187.96,185,190.5,Orthodox,1984-04-24,18,8,0,NULL,http://ufcstats.com/fighter-details/4130a743d9d22163
292,Vitor,Belfort,"The Phenom",182.88,185,187.96,Southpaw,1977-04-01,26,14,0,1,http://ufcstats.com/fighter-details/0ee783aa00e468f0
293,Yousri,Belgaroui,"Baby Face Assassin",NULL,185,NULL,NULL,1987-07-07,5,2,0,NULL,http://ufcstats.com/fighter-details/7674b836ce0698a0
294,Rodolfo,Bellato,Trator,190.5,205,190.5,Orthodox,1996-02-05,8,2,0,NULL,http://ufcstats.com/fighter-details/69898645d600abdb
295,Danilo,Belluardo,Caterpillar,182.88,155,187.96,Southpaw,1994-07-21,12,5,0,NULL,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
296,Joey,Beltran,"The Mexicutioner",185.42,185,190.5,Orthodox,1981-12-08,17,14,0,1,http://ufcstats.com/fighter-details/46baf0f57edfa4df
297,Marco,Beltran,Psycho,172.72,125,175.26,Orthodox,1986-05-18,8,6,0,NULL,http://ufcstats.com/fighter-details/ec71a892fada28c7
298,Joseph,Benavidez,NULL,162.56,125,165.1,Southpaw,1984-07-31,28,8,0,NULL,http://ufcstats.com/fighter-details/80eacd4da0617c57
299,Mike,Bencic,Batman,182.88,215,NULL,Orthodox,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/a71feb7ea7592a71
300,Dave,Beneteau,Dangerous,187.96,250,NULL,Orthodox,NULL,6,5,1,NULL,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
301,Karla,Benitez,NULL,160.02,113,NULL,NULL,NULL,14,11,1,1,http://ufcstats.com/fighter-details/6104730621ff318d
302,Gabriel,Benitez,Moggly,172.72,155,180.34,Southpaw,1988-06-15,23,11,0,NULL,http://ufcstats.com/fighter-details/436f970c9ea9169c
303,Charles,Bennett,"Krazy Horse",172.72,155,NULL,Orthodox,1979-11-23,30,33,2,NULL,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
304,Josh,Bennett,NULL,193.04,259,NULL,Orthodox,NULL,11,14,0,NULL,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
305,DeAnna,Bennett,"The Argentine Assassin",162.56,125,172.72,Orthodox,1984-11-18,8,3,1,NULL,http://ufcstats.com/fighter-details/404ecb2700844072
306,Lance,Benoist,NULL,180.34,170,182.88,Southpaw,1988-08-26,7,2,0,NULL,http://ufcstats.com/fighter-details/5431dccc09118234
307,Joe,Benoit,NULL,175.26,170,NULL,Orthodox,1982-03-12,11,4,0,NULL,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
308,Ryan,Benoit,"Baby Face",165.1,125,172.72,Orthodox,1989-08-25,10,8,0,NULL,http://ufcstats.com/fighter-details/20999e27ddd94bda
309,Pat,Benson,NULL,175.26,155,NULL,NULL,NULL,3,5,3,NULL,http://ufcstats.com/fighter-details/a25f3dc0df974597
310,Len,Bentley,NULL,175.26,155,NULL,NULL,1982-11-30,10,6,0,NULL,http://ufcstats.com/fighter-details/592d23aed850e652
311,Steve,Berger,"The Red Nosed Pitbull",180.34,170,NULL,Orthodox,1973-05-20,21,23,2,1,http://ufcstats.com/fighter-details/21b1132949f2a9b0
312,Kenneth,Bergh,NULL,187.96,205,187.96,Orthodox,1989-06-26,8,0,0,1,http://ufcstats.com/fighter-details/aa8189053b3a8994
313,Bret,Bergmark,"The Angry Hick",175.26,170,NULL,NULL,1973-11-24,6,1,1,NULL,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
314,Keith,Berish,"Sha Bang Bang",182.88,205,NULL,Orthodox,1985-11-14,5,1,0,1,http://ufcstats.com/fighter-details/e3779ef06e98f185
315,Dennis,Bermudez,"The Menace",167.64,155,167.64,Orthodox,1986-12-13,17,9,0,NULL,http://ufcstats.com/fighter-details/6f242453c91a5af0
316,Manny,Bermudez,"The Bermudez Triangle",177.8,145,180.34,Orthodox,1994-07-16,14,2,0,NULL,http://ufcstats.com/fighter-details/2dc1bc1a02961656
317,Talita,Bernardo,NULL,162.56,135,172.72,Orthodox,1987-03-04,6,4,0,NULL,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
318,Dave,Berry,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
319,Keith,Berry,NULL,185.42,185,NULL,NULL,1987-10-25,15,14,1,1,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
320,Dieusel,Berto,NULL,175.26,200,NULL,NULL,NULL,0,3,0,NULL,http://ufcstats.com/fighter-details/0db70ca89e1c7374
321,Edson,Berto,"Little Tiger",167.64,155,NULL,Orthodox,1983-07-05,17,12,1,NULL,http://ufcstats.com/fighter-details/66766984842c13dc
322,Allen,Berube,"Monstah Lobstah",172.72,155,NULL,Orthodox,1974-08-25,4,3,0,NULL,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
323,Anton,Berzin,"The Body Snatcher",187.96,205,NULL,Orthodox,1989-09-29,5,1,0,NULL,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
324,Scott,Bessac,NULL,193.04,245,NULL,NULL,NULL,4,6,0,NULL,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
325,Matt,Bessette,"The Mangler",177.8,145,177.8,Orthodox,1984-12-28,22,9,0,1,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
326,Khadzhi,Bestaev,Best,198.12,185,193.04,NULL,1988-07-16,10,4,0,NULL,http://ufcstats.com/fighter-details/e05f4ce199baca91
327,Fernando,Bettega,NULL,NULL,170,NULL,NULL,1980-03-10,7,5,0,NULL,http://ufcstats.com/fighter-details/a524710c3ef918fa
328,Arjan,Bhullar,NULL,185.42,245,190.5,Orthodox,1986-05-13,9,1,0,NULL,http://ufcstats.com/fighter-details/7e511f8d842a109d
329,KB,Bhullar,"The Bengal",193.04,185,198.12,Switch,1991-10-12,8,2,0,NULL,http://ufcstats.com/fighter-details/9cd047a828dd7515
330,Bibulatov,Magomed,Chaborz,165.1,125,165.1,Orthodox,1988-08-22,14,2,0,NULL,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
331,David,Bielkheden,NULL,177.8,155,180.34,Orthodox,1979-06-06,24,12,0,NULL,http://ufcstats.com/fighter-details/1efa064872f089d0
332,Blake,Bilder,"El Animal",172.72,145,172.72,Switch,1990-07-12,8,1,1,NULL,http://ufcstats.com/fighter-details/5095b0920a3602aa
333,Jonas,Bilharinho,NULL,180.34,145,190.5,Switch,1990-05-22,9,1,1,NULL,http://ufcstats.com/fighter-details/ebbf571f349e79d9
334,Jeremiah,Billington,NULL,175.26,205,NULL,Orthodox,1977-11-14,11,2,0,NULL,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
335,Scott,Bills,NULL,177.8,170,NULL,NULL,NULL,7,9,1,NULL,http://ufcstats.com/fighter-details/53f02bbc41d99432
336,Anthony,Birchak,"El Toro",172.72,135,175.26,Orthodox,1986-05-16,16,8,0,NULL,http://ufcstats.com/fighter-details/c5a126ace82a6025
337,Chris,Birchler,"The Big Buck",190.5,205,NULL,Switch,1987-06-05,7,4,0,NULL,http://ufcstats.com/fighter-details/8a22c6b4d29880a3
338,Michael,Bisping,"The Count",185.42,185,190.5,Orthodox,1979-02-28,30,9,0,NULL,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
339,Amaury,Bitetti,NULL,175.26,185,NULL,Orthodox,NULL,5,2,0,NULL,http://ufcstats.com/fighter-details/7a359ef685a304a7
340,Caio,Bittencourt,Leao,182.88,185,190.5,Orthodox,1991-05-22,14,7,0,NULL,http://ufcstats.com/fighter-details/a653cb5eb4b39339
341,Simon,Biyong,NULL,NULL,205,NULL,NULL,1991-04-05,7,1,0,NULL,http://ufcstats.com/fighter-details/27ab7257bf6a3b65
342,Jan,Blachowicz,NULL,187.96,205,198.12,Orthodox,1983-02-24,29,9,1,NULL,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
343,Jason,Black,"The Black Legion",172.72,155,NULL,Orthodox,1972-07-15,23,4,1,NULL,http://ufcstats.com/fighter-details/b2f743746e8dcfa2
344,Brad,Blackburn,"Bad Brad",177.8,170,185.42,Orthodox,1977-05-25,18,13,1,1,http://ufcstats.com/fighter-details/7e69a4b0961aa555
345,Jason,Blackford,NULL,NULL,NULL,NULL,NULL,NULL,3,3,0,NULL,http://ufcstats.com/fighter-details/619d807fa54ae8f7
346,Tom,Blackledge,NULL,NULL,205,NULL,Orthodox,NULL,10,7,0,NULL,http://ufcstats.com/fighter-details/2adb11835acd815b
347,Sherrard,Blackledge,"The Thriller",180.34,155,190.5,Orthodox,1993-08-16,5,1,0,NULL,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
348,"Da'Mon",Blackshear,"The Monster",177.8,135,182.88,Switch,1994-08-12,13,5,1,NULL,http://ufcstats.com/fighter-details/da22387a0407a2dc
349,Erin,Blanchfield,"Cold Blooded",162.56,125,167.64,Orthodox,1999-05-04,11,1,0,NULL,http://ufcstats.com/fighter-details/669970f7feba8ecd
350,Maximo,Blanco,Maxi,172.72,145,180.34,Orthodox,1983-10-16,12,8,1,1,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
351,David,Blanco,NULL,170.18,145,NULL,NULL,NULL,2,0,0,NULL,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
352,Curtis,Blaydes,Razor,193.04,265,203.2,Orthodox,1991-02-18,17,4,0,1,http://ufcstats.com/fighter-details/fa6796c55d6c5440
353,Tereza,Bleda,NULL,175.26,125,180.34,Orthodox,2001-11-30,7,1,0,NULL,http://ufcstats.com/fighter-details/59c438c81fbf3ece
